"ID","Player","Team","Position","RkOv","Status","Opponent","Score","Ros","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"*06ps5*","Jahmir Young","MIA","PG,G,Flx","408","FA","@LAL Sun 8:30PM","18.82","1%","+0.1%","2","4.8","0.5","1.5",".333","0.0","0.0","0","0.0","0.5","1.0","0.0","0.0","0.5","1.0"
"*06nv9*","Spencer Jones","DEN","SF,F,Flx","409","FA","","18.8","2%","-0.3%","4","3.8","0.3","0.8",".333","0.0","0.0","0","0.0","0.3","0.0","0.5","0.0","1.0","0.5"
"*06him*","Trey Jemison","NY","C,Flx","410","FA","CHI Sun 6:00PM","18.8","2%","-0.3%","1","7.7","0.0","0.0","0","0.0","0.0","0","0.0","2.0","0.0","0.0","0.0","0.0","0.0"
"*06cep*","Jacob Toppin","ATL","SF,F,Flx","411","FA","@CLE Sun 5:00PM","18.75","1%","0%","2","3.1","0.5","1.0",".500","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","1.0"
"*03kqi*","Joe Ingles","MIN","SF,F,Flx","412","FA","","18.64","2%","-0.4%","2","2.0","0.0","0.5",".000","0.0","0.0","0","0.0","0.0","0.5","0.0","0.0","0.0","0.0"
"*0621w*","Christian Koloko","LAL","C,Flx","413","FA","MIA Sun 8:30PM","18.56","4%","-0.5%","2","3.2","0.0","0.0","0","0.0","0.0","0","0.0","0.5","0.0","0.0","0.0","0.0","0.0"
"*05uj6*","Jeremiah Robinson-Earl","IND","PF,F,C,Flx","414","FA","","18.56","3%","-1.6%","1","6.3","0.0","1.0",".000","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*06v5s*","Drake Powell","BKN","PG,SG,G,SF,PF,F,Flx","415","FA","PHI Sun 5:00PM","18.56","19%","-1.2%","1","7.2","1.0","1.0","1.000","0.0","0.0","0","0.0","2.0","0.0","0.0","0.0","1.0","2.0"
"*06cei*","Leonard Miller","MIN","SF,F,Flx","416","FA","","18.45","11%","-0.7%","2","3.4","0.5","0.5","1.000","0.0","0.0","0","0.0","0.5","0.0","0.0","0.0","0.5","1.0"
"*03e7e*","Thanasis Antetokounmpo","MIL","SF,F,Flx","417","FA","","18.32","1%","-0.1%","1","1.7","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*07215*","Moussa Cisse","DAL","C,Flx","418","FA","","18.32","1%","0%","2","2.2","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06cel*","Sidy Cissoko","POR","SF,F,Flx","419","FA","","18.32","5%","-0.2%","1","1.2","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06v8h*","Mohamed Diawara","NY","SF,PF,F,Flx","420","FA","CHI Sun 6:00PM","18.32","6%","-0.2%","1","0.6","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*062do*","Tyson Etienne","BKN","PG,SG,G,Flx","421","FA","PHI Sun 5:00PM","18.32","1%","-0.1%","1","5.4","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0621v*","Caleb Houstan","ATL","SF,F,Flx","422","FA","@CLE Sun 5:00PM","18.32","3%","-0.5%","2","1.7","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0622z*","Orlando Robinson","ORL","C,Flx","423","FA","","18.32","4%","-1.2%","1","1.9","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06vxs*","Hunter Sallis","PHI","SG,G,Flx","424","FA","@BKN Sun 5:00PM","18.32","2%","-0.1%","1","1.4","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*07240*","Jahmyl Telfort","LAC","SF,PF,F,Flx","425","FA","","18.32","0%","0%","1","2.9","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0621h*","Dalen Terry","CHI","SG,G,SF,F,Flx","426","FA","@NY Sun 6:00PM","18.32","6%","-0.4%","2","4.1","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06v89*","Jamir Watkins","WAS","PG,SG,G,Flx","427","FA","","18.32","9%","-0.4%","1","0.2","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05ujm*","Sharife Cooper","WAS","PG,G,Flx","428","FA","","17.79","1%","-0.1%","2","2.0","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.5","0.0"
"*06vxx*","Miles Kelly","DAL","PG,G,Flx","429","FA","","17.79","1%","0%","1","2.2","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"*06vxt*","Mark Sears","MIL","PG,G,Flx","430","FA","","17.79","4%","-0.1%","1","7.4","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"*03e6u*","Bogdan Bogdanovic","LAC","SG,G,SF,F,Flx","431","FA","","17.65","20%","-4.7%","2","16.5","0.5","4.5",".111","0.0","0.0","0","0.0","3.0","0.5","0.0","0.0","2.5","1.0"
"*04fkd*","Alberto Abalde","(N/A)","SF,F,Flx","432","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e4*","Awudu Abass","(N/A)","PF,F,Flx","433","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ptq*","Max Abmas","(N/A)","PG,G,Flx","434","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mi*","lex Abrines","(N/A)","SG,G,SF,F,Flx","435","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qtm*","Precious Achiuwa","(N/A)","PF,F,C,Flx","436","FA","","0","10%","-3.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng1*","Quincy Acy","(N/A)","SF,PF,F,Flx","437","FA","","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ch*","Jalen Adams","(N/A)","PG,G,Flx","438","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rvy*","Jaylen Adams","(N/A)","PG,G,Flx","439","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6q*","Jordan Adams","(N/A)","SG,G,Flx","440","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06238*","Jalen Adaway","(N/A)","SG,G,Flx","441","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vxy*","Deng Adel","(N/A)","C,Flx","442","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mlx*","Melvin Ajinca","(N/A)","SF,PF,F,Flx","443","FA","","0","2%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pw4*","James Akinjo","(N/A)","PG,SG,G,Flx","444","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ah*","Jaden Akins","(N/A)","SG,G,Flx","445","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uq3*","DeVaughn Akoon-Purcell","(N/A)","PG,G,Flx","446","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ngh*","Furkan Aldemir","(N/A)","PF,F,Flx","447","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03acw*","Cliff Alexander","(N/A)","PF,F,Flx","448","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052h3*","Kyle Alexander","(N/A)","PF,F,Flx","449","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mp4*","Trey Alexander","NO","SG,G,Flx","450","FA","NO 68<br/>@OKC 85","0","4%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qvw*","Ty-Shon Alexander","(N/A)","SG,G,Flx","451","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcd*","Bryce Alford","(N/A)","PG,G,Flx","452","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sxx*","Rawle Alkins","(N/A)","SG,G,Flx","453","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exg*","Kadeem Allen","NY","SG,G,Flx","454","FA","CHI Sun 6:00PM","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059z0*","Marcus Allen","(N/A)","PG,G,Flx","455","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ho3*","Timmy Allen","(N/A)","SF,F,Flx","456","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wvw*","Derrick Alston","(N/A)","SG,G,SF,F,Flx","457","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mos*","Keve Aluma","(N/A)","SF,PF,F,Flx","458","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyk*","Al-Farouq Aminu","(N/A)","SF,PF,F,Flx","459","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nwr*","Justin Anderson","(N/A)","SG,G,SF,F,Flx","460","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0480b*","Andrew Andrews","(N/A)","PG,G,Flx","461","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xgi*","Braian Angola-Rodas","(N/A)","SG,G,Flx","462","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exa*","Ike Anigbogu","(N/A)","C,Flx","463","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0728q*","Alex Antetokounmpo","MIL","SF,F,Flx","464","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qt0*","Kostas Antetokounmpo","(N/A)","PF,F,Flx","465","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kqq*","Keith Appling","(N/A)","PG,G,Flx","466","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043un*","Ryan Arcidiacono","(N/A)","PG,G,Flx","467","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065vb*","Adonis Arms","(N/A)","SF,PF,F,Flx","468","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rph*","Taran Armstrong","(N/A)","PG,G,Flx","469","FA","","0","0%","-0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k0p*","Jamel Artis","(N/A)","SF,F,Flx","470","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sgl*","Brandon Ashley","(N/A)","PF,F,Flx","471","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03whv*","Darion Atkins","(N/A)","PF,F,Flx","472","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmr*","Eric Atkins","(N/A)","PG,G,Flx","473","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hin*","Chase Audige","(N/A)","PG,SG,G,Flx","474","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0483i*","Zach Auguste","(N/A)","PF,F,Flx","475","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04a9w*","Isaiah Austin","(N/A)","C,Flx","476","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0723g*","Zack Austin","(N/A)","SG,G,SF,PF,F,Flx","477","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mod*","Luke Avdalovic","(N/A)","PG,G,Flx","478","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048zw*","J.J. Avila","(N/A)","SF,F,Flx","479","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uur*","Joel Ayayi","(N/A)","SG,G,Flx","480","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qu5*","Udoka Azubuike","(N/A)","C,Flx","481","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059dn*","Yudai Baba","(N/A)","SF,F,Flx","482","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03wr5*","Jordan Bachynski","(N/A)","C,Flx","483","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ex3*","Dwayne Bacon","(N/A)","SG,G,Flx","484","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pvx*","Armando Bacot","(N/A)","SF,PF,F,C,Flx","485","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065b6*","Ibou Badji","(N/A)","C,Flx","486","FA","","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rui*","Marcus Bagley","(N/A)","SF,F,Flx","487","FA","","0","1%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cdb*","Amari Bailey","(N/A)","PG,G,Flx","488","FA","","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e7c*","Cameron Bairstow","(N/A)","PF,F,C,Flx","489","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043ck*","Ron Baker","(N/A)","PG,SG,G,Flx","490","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*048zq*","Gracin Bakumanya","(N/A)","C,Flx","491","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042nc*","Wade Baldwin IV","(N/A)","PG,G,Flx","492","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0621r*","Patrick Baldwin","(N/A)","SF,F,Flx","493","FA","","0","2%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qz3*","LiAngelo Ball","(N/A)","SG,G,Flx","494","FA","","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wql*","Mitch Ballock","(N/A)","SG,G,Flx","495","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0440z*","Ondrej Balvin","(N/A)","C,Flx","496","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*049kf*","Mo Bamba","(N/A)","C,Flx","497","FA","","0","2%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xo0*","James Banks","(N/A)","C,Flx","498","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujk*","Dalano Banton","(N/A)","PG,SG,G,Flx","499","FA","","0","4%","-2.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04804*","Anthony Barber","(N/A)","PG,G,Flx","500","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xhp*","Jaylen Barford","(N/A)","PG,G,Flx","501","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vy3*","Jordan Barnett","(N/A)","SF,F,Flx","502","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng4*","Will Barton","(N/A)","SG,G,Flx","503","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ybb*","Paris Bass","(N/A)","SF,F,Flx","504","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujr*","Charles Bassey","MEM","C,Flx","505","FA","@TOR Sun 5:00PM","0","5%","-0.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0725e*","Daniel Batcho","(N/A)","SF,PF,F,Flx","506","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cd3*","Emoni Bates","(N/A)","SF,F,Flx","507","FA","","0","4%","-1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06y0j*","Tamar Bates","DEN","PG,SG,G,Flx","508","FA","","0","3%","-0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qso*","Keita Bates-Diop","(N/A)","SF,F,Flx","509","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mnw*","RaeQuan Battle","(N/A)","PG,SG,G,Flx","510","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059vt*","Tyus Battle","(N/A)","SG,G,Flx","511","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03ku0*","Kadeem Batts","(N/A)","PF,F,Flx","512","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hfb*","Damion Baugh","(N/A)","SG,G,Flx","513","FA","","0","1%","-0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xp2*","Troy Baxter","(N/A)","SF,F,Flx","514","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02qe4*","Kent Bazemore","(N/A)","SG,G,SF,F,Flx","515","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051p3*","Darius Bazley","(N/A)","PF,F,Flx","516","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04jw6*","V.J. Beachem","(N/A)","SF,F,Flx","517","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065uu*","Justin Bean","(N/A)","SF,PF,F,Flx","518","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ne*","Malik Beasley","(N/A)","SG,G,Flx","519","FA","","0","21%","-7.5%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0621n*","MarJon Beauchamp","(N/A)","SF,F,Flx","520","FA","","0","2%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06he2*","Charles Bediako","(N/A)","C,Flx","521","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mmb*","Reece Beekman","(N/A)","PG,G,Flx","522","FA","","0","1%","-0.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujj*","Juhann Begarin","(N/A)","PG,SG,G,Flx","523","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ex1*","Jordan Bell","(N/A)","C,Flx","524","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ng*","DeAndre Bembry","(N/A)","SF,PF,F,Flx","525","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmu*","Dragan Bender","GS","PF,F,C,Flx","526","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kuc*","Jerrelle Benimon","UTA","PF,F,Flx","527","FA","@CHA Sun 5:00PM","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031lo*","Anthony Bennett","(N/A)","SF,PF,F,Flx","528","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042oa*","Ben Bentil","DAL","SF,PF,F,Flx","529","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065vd*","Jules Bernard","(N/A)","SG,G,Flx","530","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vu0*","Joel Berry II","(N/A)","PG,G,Flx","531","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04yvw*","Dairis Bertans","(N/A)","SG,G,Flx","532","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*027pt*","Davis Bertans","(N/A)","PF,F,Flx","533","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059fs*","Javon Bess","(N/A)","SG,G,Flx","534","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0622l*","Hugo Besson","(N/A)","PG,G,Flx","535","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qss*","Tyler Bey","(N/A)","SF,F,Flx","536","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05xo5*","Giorgi Bezhanishvili","(N/A)","PF,F,Flx","537","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03iy1*","Sim Bhullar","SAC","C,Flx","538","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xif*","Justin Bibbs","(N/A)","SG,G,Flx","539","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06cdi*","Tarik Biberovic","(N/A)","SF,F,Flx","540","FA","","0","1%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ci*","Kavell Bigby-Williams","(N/A)","C,Flx","541","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065h6*","Marcus Bingham","(N/A)","SF,PF,F,Flx","542","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kdj*","Khem Birch","(N/A)","C,Flx","543","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exj*","Jabari Bird","(N/A)","SG,G,Flx","544","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dq7*","Onuralp Bitim","(N/A)","SG,G,Flx","545","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06dob*","Leaky Black","(N/A)","SF,F,Flx","546","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03jr4*","Tarik Black","(N/A)","PF,F,C,Flx","547","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04fke*","James Blackmon Jr.","(N/A)","SG,G,Flx","548","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ggl*","Antonio Blakeney","(N/A)","PG,G,Flx","549","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyx*","Eric Bledsoe","(N/A)","PG,G,Flx","550","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059q8*","Keljin Blevins","(N/A)","SG,G,Flx","551","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exm*","Jaron Blossomgame","(N/A)","SF,F,Flx","552","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0393h*","Vander Blue","(N/A)","PG,G,Flx","553","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sax*","Trevon Bluiett","(N/A)","PG,SG,G,Flx","554","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059y5*","Bennie Boatwright","(N/A)","PF,F,Flx","555","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*062d2*","Buddy Boeheim","(N/A)","SF,F,Flx","556","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051po*","Bol Bol","(N/A)","PF,F,C,Flx","557","FA","","0","6%","-1.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04ewz*","Jonah Bolden","(N/A)","PF,F,Flx","558","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059q2*","Marques Bolden","(N/A)","C,Flx","559","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qsw*","Leandro Bolmaro","(N/A)","SG,G,Flx","560","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*042ob*","Joel Bolomboy","(N/A)","PF,F,Flx","561","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xmx*","Tim Bond","(N/A)","SG,G,Flx","562","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*051q1*","Jordan Bone","(N/A)","PG,G,Flx","563","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qsg*","Isaac Bonga","(N/A)","SG,G,Flx","564","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03zl3*","Askia Booker","(N/A)","SG,G,Flx","565","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059gh*","Phil Booth","(N/A)","PG,G,Flx","566","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05ujp*","Brandon Boston","(N/A)","SG,G,SF,F,Flx","567","FA","","0","5%","-1.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05uil*","James Bouknight","(N/A)","SG,G,Flx","568","FA","","0","0%","-0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06exl*","Souley Boum","(N/A)","PG,G,Flx","569","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0623l*","Jamaree Bouyea","(N/A)","PG,G,Flx","570","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qyz*","Jordan Bowden","(N/A)","SG,G,Flx","571","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ce*","Brian Bowen","(N/A)","SG,G,SF,F,Flx","572","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059fx*","Ky Bowman","(N/A)","PG,G,Flx","573","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyd*","Avery Bradley","(N/A)","SG,G,Flx","574","FA","","0","0%","0%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
