"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"*02ng3*","Khris Middleton","WAS","SF,F,Flx","271","Superswa","CHA Sun 5:00PM","46.97","95","178.8","73%","+73.3%","11","21.3","3.9","9.2",".426","2.4","2.6",".897","1.0","3.6","3.3","1.4","0.1","1.3","11.2"
"*05qsk*","Isaac Okoro","CHI","SG,G,SF,F,Flx","295","FA","","46.93","3","290.1","14%","+14.3%","23","18.4","2.6","5.1",".504","0.5","0.7",".706","0.9","2.5","0.8","0.5","0.1","0.4","6.6"
"*06mlq*","Pelle Larsson","MIA","SG,G,SF,F,Flx","327","FA","NY Sun 5:00PM","46.73","3","292.9","13%","+12.7%","18","18.2","2.3","5.4",".423","1.1","1.6",".679","0.8","2.2","1.9","0.9","0.2","0.6","6.4"
"*05uj3*","DayRon Sharpe","BKN","C,Flx","233","FA","@SA Sun 1:00PM","46.69","37","256.8","31%","+30.6%","14","19.5","2.8","5.7",".487","0.4","0.6",".625","0.1","6.6","2.1","0.9","1.0","0.9","6.1"
"*06cdf*","Julian Phillips","CHI","SF,F,Flx","281","FA","","46.28","0","292.2","6%","+6.5%","22","16.5","1.8","3.9",".465","0.8","0.9",".947","0.6","2.4","0.8","0.5","0.3","0.2","5.1"
"*0622k*","Jabari Walker","PHI","SF,PF,F,C,Flx","314","FA","","45.9","2","293","11%","+10.8%","18","15.7","2.8","5.1",".549","1.1","1.6",".714","0.9","4.2","0.6","0.5","0.1","0.7","7.6"
"*031lz*","Steven Adams","HOU","C,Flx","304","WIN","","45.82","7","288.4","36%","+35.8%","17","17.2","2.0","3.4",".596","0.8","1.6",".500","0.0","7.1","1.2","0.5","0.5","1.1","4.8"
"*06cbx*","Jaime Jaquez","MIA","SG,G,SF,F,Flx","202","GAS","NY Sun 5:00PM","45.68","35","261.4","50%","+50%","18","16.1","3.2","5.9",".542","0.8","1.2",".682","0.6","3.8","2.2","0.6","0.3","1.5","7.8"
"*051pq*","Talen Horton-Tucker","(N/A)","SG,G,Flx","306","FA","","45.39","0","-","3%","+3.1%","16","15.5","3.0","6.2",".485","2.2","2.9",".745","0.6","1.8","1.8","0.4","0.2","0.8","8.8"
"*062pk*","Simone Fontecchio","MIA","SF,PF,F,Flx","268","FA","NY Sun 5:00PM","45.28","1","292.4","11%","+11.3%","23","14.4","2.0","4.3",".460","0.6","0.7",".813","1.0","2.4","0.8","0.5","0.1","0.5","5.6"
"*03r7e*","Cameron Payne","(N/A)","PG,G,Flx","240","FA","","44.95","1","292.2","6%","+5.8%","20","16.8","2.4","6.5",".359","0.4","0.4","1.000","1.2","1.6","3.3","0.6","0.2","0.9","6.3"
"*027ov*","Alec Burks","(N/A)","SG,G,Flx","300","FA","","44.84","0","292.3","3%","+3%","17","19.0","3.4","7.2",".463","0.4","0.5",".778","2.6","2.4","1.2","0.5","0.1","1.1","9.8"
"*05qty*","Jalen Smith","CHI","C,Flx","191","FA","","44.56","8","287.5","19%","+19.3%","13","15.1","2.9","6.8",".432","0.8","1.2",".688","0.7","6.2","1.4","0.4","0.6","0.5","7.4"
"*0622i*","Gui Santos","GS","PF,F,Flx","323","FA","","44.45","0","292.1","7%","+6.7%","22","14.9","1.8","3.7",".481","0.5","0.8",".667","0.5","3.3","1.6","0.5","0.2","0.8","4.6"
"*0621v*","Caleb Houstan","ATL","SF,F,Flx","348","FA","","44.28","0","292.2","4%","+3.8%","19","17.6","2.3","4.3",".537","0.3","0.3",".833","1.8","1.9","1.0","0.7","0.2","0.4","6.7"
"*03al1*","Marcus Smart","LAL","PG,SG,G,Flx","313","booty","@SAC Sun 8:00PM","43.88","46","248","48%","+48.1%","12","18.4","3.2","7.6",".418","1.8","2.6",".677","1.5","2.1","2.7","1.0","0.3","1.2","9.6"
"*06mlo*","KJ Simpson","CHA","PG,G,Flx","322","FA","@WAS Sun 5:00PM","43.68","1","292.4","9%","+9.5%","13","28.6","3.5","9.6",".360","0.8","1.0",".846","1.3","3.3","4.0","1.2","0.2","1.8","9.1"
"*0661b*","Jamal Cain","ORL","SF,F,Flx","365","FA","","43.64","0","292.2","2%","+2.1%","15","15.5","2.7","6.0",".456","1.5","2.1",".688","1.0","2.4","0.7","0.9","0.1","0.8","7.9"
"*0621h*","Dalen Terry","CHI","SG,G,SF,F,Flx","296","FA","","43.59","0","292.2","7%","+6.6%","21","15.6","2.0","4.8",".410","0.5","0.6",".846","0.8","2.2","1.6","0.8","0.1","0.8","5.2"
"*06ccy*","Jalen Pickett","DEN","SG,G,Flx","371","FA","","43.44","0","-","6%","+6%","22","17.1","1.9","4.5",".414","0.2","0.3",".667","1.1","1.9","2.6","0.5","0.1","0.6","5.0"
"*0622a*","Vince Williams","MEM","SG,G,Flx","383","FA","","43.02","7","289.6","18%","+18%","18","19.8","2.6","6.3",".416","0.5","0.5","1.000","1.1","3.7","2.2","0.3","0.3","1.2","6.8"
"*051p1*","Brandon Clarke","MEM","SF,PF,F,Flx","209","FA","","42.82","9","287.1","17%","+17.3%","10","19.0","4.3","6.3",".683","1.6","2.0",".800","0.0","5.8","1.2","0.8","0.7","0.7","10.2"
"*049kb*","DeAaron Fox","SA","PG,SG,G,Flx","45","Slovenia","BKN Sun 1:00PM","42.79","100","56.8","98%","+98.2%","7","33.1","7.7","16.3",".474","2.9","3.1",".909","1.6","4.1","6.9","0.4","0.1","2.0","19.9"
"*05qtl*","Cole Anthony","MIL","PG,G,Flx","193","FA","@CLE Sun 5:00PM","42.68","63","226.6","49%","+49%","11","19.4","3.3","7.7",".424","1.5","1.5",".941","1.5","2.9","2.9","0.5","0.9","1.3","9.5"
"*0626t*","Dominick Barlow","PHI","SF,F,Flx","389","FA","","42.46","0","292.1","34%","+34.3%","18","13.1","2.1","3.7",".567","0.9","1.4",".680","0.1","3.2","0.8","0.3","0.5","0.2","5.3"
"*06cef*","Oscar Tshiebwe","UTA","C,Flx","416","FA","","42.3","2","292.6","6%","+6%","10","20.1","3.8","6.4",".594","1.5","2.1",".714","0.0","9.9","0.8","0.8","0.1","0.9","9.1"
"*06220*","Jaden Hardy","DAL","SG,G,Flx","305","FA","TOR Sun 6:30PM","42.27","2","291.8","12%","+11.9%","13","19.0","4.2","9.0",".470","1.5","1.9",".760","1.8","1.6","1.8","0.5","0.0","1.4","11.8"
"*038ia*","Seth Curry","(N/A)","SG,G,Flx","293","FA","","42.15","0","292.3","4%","+4.4%","19","18.5","2.7","5.5",".495","0.7","0.7",".929","1.3","1.9","1.5","0.2","0.0","0.6","7.5"
"*063d0*","Jared Rhoden","(N/A)","SG,G,Flx","433","FA","","42.01","0","-","1%","+0.9%","9","23.7","4.4","8.7",".513","2.4","2.8",".880","1.3","4.2","1.6","1.0","0.2","0.9","12.7"
"*06ca7*","Cam Whitmore","WAS","SF,PF,F,Flx","285","FA","CHA Sun 5:00PM","41.76","99","150.8","75%","+75.1%","13","14.0","3.8","6.8",".557","1.0","1.2",".867","1.5","2.6","1.2","0.5","0.3","0.7","10.0"
"*0621d*","Ochai Agbaji","TOR","SG,G,SF,F,Flx","187","FA","@DAL Sun 6:30PM","41.64","5","290.5","19%","+19.5%","11","25.7","4.7","9.9",".477","0.5","0.5","1.000","1.9","4.0","1.5","1.2","0.2","1.1","11.9"
"*05uup*","Jay Huff","IND","C,Flx","258","FA","@MIN Sun 6:00PM","41.55","91","168.7","67%","+66.7%","17","10.2","2.2","4.4",".493","0.4","0.5",".875","1.0","1.8","0.5","0.3","0.9","0.4","5.8"
"*0621i*","Jake LaRavia","LAL","PF,F,Flx","206","FA","@SAC Sun 8:00PM","41.52","17","279.8","28%","+27.8%","12","22.8","3.1","6.4",".481","0.9","1.3",".733","1.5","3.3","1.4","1.1","0.1","0.8","8.6"
"*06ca5*","Kris Murray","POR","SF,F,Flx","316","FA","@LAC Sun 8:00PM","41.38","0","292.1","11%","+11.1%","20","19.1","1.8","5.1",".353","0.5","0.8",".529","0.3","3.8","1.3","0.8","0.3","1.0","4.4"
"*0529c*","Dean Wade","CLE","PF,F,Flx","266","FA","MIL Sun 5:00PM","41.25","3","292.6","10%","+10.1%","21","19.1","1.7","4.0",".429","0.1","0.2",".600","1.3","2.7","0.8","0.5","0.2","0.4","4.9"
"*05qti*","Josh Green","CHA","SG,G,SF,F,Flx","225","FA","@WAS Sun 5:00PM","41.22","1","292.7","10%","+10.2%","15","24.9","2.5","6.1",".402","0.7","1.1",".647","1.3","2.1","1.9","1.0","0.2","1.2","7.0"
"*03r7r*","Richaun Holmes","(N/A)","PF,F,C,Flx","326","FA","","41.2","0","-","3%","+3.1%","10","16.7","3.2","5.6",".571","1.7","2.0",".850","0.0","6.6","1.5","0.6","0.5","0.4","8.1"
"*04qs0*","Aaron Holiday","HOU","PG,G,Flx","317","FA","","41.19","2","291.6","10%","+9.9%","19","13.2","2.5","5.1",".490","0.5","0.6",".750","1.8","1.3","1.5","0.1","0.3","0.8","7.3"
"*06mkm*","Baylor Scheierman","BOS","SG,G,Flx","425","FA","@DET Sun 2:30PM","41.09","4","291.2","13%","+13.3%","16","18.4","2.2","5.4",".407","0.4","0.5",".750","1.6","2.8","1.6","0.9","0.1","0.7","6.3"
"*05uji*","Kessler Edwards","(N/A)","SF,PF,F,Flx","367","FA","","40.84","0","292.2","4%","+3.7%","10","27.2","3.8","6.4",".594","0.9","1.0",".900","1.4","4.5","1.7","0.8","0.8","0.7","9.9"
"*06cdg*","Maxwell Lewis","(N/A)","SF,F,Flx","438","FA","","40.78","0","-","3%","+2.6%","18","16.3","2.3","5.6",".420","0.4","0.6",".700","1.0","2.9","0.9","0.4","0.4","0.7","6.1"
"*05ujd*","Neemias Queta","BOS","C,Flx","289","Universa","@DET Sun 2:30PM","40.67","98","151.2","78%","+78.3%","16","13.4","2.2","3.4",".636","0.7","0.8",".846","0.0","4.4","1.1","0.2","0.8","0.8","5.1"
"*06ccg*","Marcus Sasser","DET","PG,G,Flx","307","FA","BOS Sun 2:30PM","40.4","2","292.4","13%","+13.3%","13","14.7","2.9","6.1",".481","1.5","1.8",".870","1.3","1.2","2.6","0.7","0.0","1.1","8.7"
"*06pvu*","Alex Reese","(N/A)","PF,F,Flx","446","FA","","40.04","0","-","1%","+0.8%","14","15.3","1.8","3.8",".472","0.6","0.9",".750","1.1","3.3","0.3","0.7","0.7","0.4","5.3"
"*06cce*","Jalen Hood-Schifino","(N/A)","SG,G,Flx","442","FA","","39.71","0","-","4%","+4.4%","13","23.1","2.8","7.5",".371","1.2","1.5",".842","1.1","2.0","2.8","0.4","0.5","1.3","7.8"
"*05uj1*","Cameron Thomas","BKN","SG,G,SF,F,Flx","278","BOT","@SA Sun 1:00PM","39.69","100","82.8","100%","+99.5%","6","27.8","8.0","19.5",".410","3.3","3.7",".909","2.3","2.5","5.0","0.2","0.2","1.8","21.7"
"*06rui*","Marcus Bagley","(N/A)","SF,F,Flx","448","FA","","39.63","0","-","1%","+0.9%","10","25.3","2.7","6.9",".391","0.8","1.0",".800","0.5","7.0","1.0","0.9","1.2","0.7","6.7"
"*06cd9*","Jaylen Clark","MIN","SG,G,SF,F,Flx","377","FA","IND Sun 6:00PM","39.4","0","292.2","10%","+9.7%","22","10.8","1.1","2.3",".490","0.7","0.9",".789","0.4","1.2","0.7","0.9","0.0","0.3","3.4"
"*051op*","Rui Hachimura","LAL","PF,F,Flx","140","W <small>(Mon)</small>","@SAC Sun 8:00PM","39.38","89","184.1","69%","+68.8%","9","29.3","4.4","8.4",".526","1.3","1.7",".800","2.0","3.8","0.9","0.6","0.2","0.6","12.2"
"*06caa*","Ben Sheppard","IND","SG,G,Flx","287","Benny","@MIN Sun 6:00PM","39.34","4","291.5","44%","+44.5%","20","17.3","1.4","3.8",".373","0.3","0.3",".857","0.8","3.1","1.6","0.5","0.1","0.5","3.9"
"*005l3*","DeAndre Jordan","NO","C,Flx","318","FA","","39.25","0","-","2%","+2%","12","15.1","2.0","3.2",".632","1.1","2.6",".419","0.0","6.6","1.4","0.3","0.6","0.7","5.1"
"*06mmi*","Branden Carlson","OKC","C,Flx","403","FA","","38.95","0","292.2","4%","+4.4%","13","10.7","1.8","4.5",".414","0.9","1.2",".750","0.6","2.2","0.6","0.2","1.2","0.3","5.2"
"*06cf3*","Drew Timme","(N/A)","PF,F,Flx","445","FA","","38.46","1","291.8","7%","+6.6%","9","28.2","5.0","11.3",".441","1.1","1.8",".625","1.0","7.2","2.2","0.4","0.1","1.7","12.1"
"*03nwl*","Terry Rozier","MIA","PG,G,Flx","194","FA","NY Sun 5:00PM","38.39","8","288.4","20%","+20.3%","15","19.5","2.1","6.7",".317","0.9","1.1",".813","0.9","2.7","2.1","0.6","0.0","0.8","6.1"
"*04qsn*","Svi Mykhailiuk","UTA","SF,F,Flx","329","FA","","38.3","0","292.1","8%","+8.1%","15","19.9","2.5","6.6",".384","0.7","0.8",".833","1.5","2.2","2.5","0.3","0.1","1.0","7.2"
"*055qo*","Caleb Martin","DAL","SF,F,Flx","277","FA","TOR Sun 6:30PM","38.26","0","292.2","8%","+8.4%","14","19.6","2.0","5.1",".389","1.1","1.7",".625","0.3","2.9","1.9","0.9","0.2","0.9","5.4"
"*059g0*","Amir Coffey","MIL","SG,G,SF,PF,F,Flx","207","FA","@CLE Sun 5:00PM","38.24","3","292.4","10%","+10.1%","16","18.1","2.3","5.3",".440","0.9","1.1",".778","0.9","1.5","0.9","0.6","0.0","0.3","6.4"
"*06mka*","Tristan da Silva","ORL","SF,PF,F,Flx","230","FA","","37.39","13","285.2","34%","+34.4%","17","15.8","1.9","5.1",".368","0.5","0.5","1.000","0.8","2.4","1.2","0.4","0.2","0.5","5.1"
"*06mk5*","Devin Carter","SAC","PG,G,Flx","390","FA","LAL Sun 8:00PM","36.92","3","292.1","21%","+20.7%","18","12.7","1.4","3.4",".410","0.6","1.3",".458","0.5","1.9","1.1","0.9","0.1","0.6","3.9"
"*06hfc*","Tosan Evbuomwan","NY","SF,F,Flx","331","FA","@MIA Sun 5:00PM","36.79","0","-","4%","+3.6%","7","23.4","3.3","8.0",".411","2.1","2.9",".750","1.1","5.0","3.1","1.1","0.4","1.1","9.9"
"*06ccd*","Noah Clowney","BKN","PF,F,C,Flx","272","FA","@SA Sun 1:00PM","35.98","31","265.2","31%","+31.3%","9","21.1","2.3","8.1",".288","1.8","2.2",".800","1.4","4.0","1.1","0.6","0.2","0.9","7.9"
"*04qrx*","Josh Okogie","HOU","SG,G,SF,F,Flx","309","FA","","35.8","1","291.6","11%","+10.6%","8","15.7","1.9","5.6",".333","3.3","4.3",".765","0.9","2.1","1.1","1.0","0.4","0.8","7.9"
"*03nwk*","Kelly Oubre Jr.","PHI","SF,PF,F,Flx","93","WIN","","35.79","100","139.5","84%","+83.9%","5","32.1","6.8","14.2",".479","3.0","4.6",".652","1.4","3.4","2.2","1.6","0.6","1.6","18.0"
"*051pi*","Daniel Gafford","DAL","C,Flx","141","BOT","TOR Sun 6:30PM","35.57","99","145.2","79%","+79.5%","6","18.5","5.0","6.8",".732","2.3","3.8",".609","0.0","6.3","1.2","0.3","1.0","0.8","12.3"
"*051pg*","Cody Martin","(N/A)","SG,G,SF,PF,F,Flx","254","FA","","35.52","0","-","6%","+5.6%","14","14.7","1.4","4.1",".351","0.6","0.9",".750","0.2","3.4","1.1","0.9","0.4","0.6","3.7"
"*06mjv*","Reed Sheppard","HOU","PG,SG,G,Flx","339","Benny","","35.51","99","129","87%","+86.8%","10","17.6","3.2","7.1",".451","0.2","0.4",".500","2.0","2.1","3.1","1.1","0.3","1.3","8.6"
"*06mk2*","Cody Williams","UTA","SG,G,Flx","341","FA","","35.3","3","293.3","22%","+21.8%","17","22.5","2.1","6.1",".337","0.5","0.6",".727","1.0","2.1","0.9","0.4","0.3","0.9","5.6"
"*03e79*","Dwight Powell","DAL","C,Flx","361","FA","TOR Sun 6:30PM","35.2","0","292.2","3%","+2.5%","20","13.4","1.2","1.8",".686","0.4","0.7",".615","0.1","2.4","1.4","0.3","0.3","0.5","2.9"
"*06mmb*","Reece Beekman","(N/A)","PG,G,Flx","419","FA","","34.81","0","292.3","2%","+2%","11","19.7","1.4","4.3",".319","1.0","1.1",".917","0.3","2.0","2.7","1.7","0.0","0.6","4.0"
"*064tp*","Quenton Jackson","IND","PG,G,Flx","385","FA","@MIN Sun 6:00PM","34.79","0","292.3","4%","+3.6%","10","12.7","1.9","4.6",".413","1.6","1.9",".842","0.6","1.7","2.2","1.2","0.0","0.5","6.0"
"*05qym*","Kenyon Martin","(N/A)","SF,F,Flx","328","FA","","34.73","0","292.2","4%","+4.2%","15","21.6","2.3","4.8",".472","0.7","0.9",".769","0.3","2.6","1.5","0.3","0.3","0.7","5.5"
"*02nf9*","Andre Drummond","PHI","C,Flx","291","FA","","34.48","26","270.8","23%","+22.5%","6","21.5","3.8","8.5",".451","1.7","2.3",".714","0.3","9.5","1.5","0.5","0.7","0.7","9.7"
"*05wqp*","Micah Potter","(N/A)","PF,F,C,Flx","366","FA","","34.19","0","-","2%","+1.5%","12","21.4","1.8","4.5",".389","0.5","0.7",".750","0.6","5.0","1.0","0.7","0.4","1.0","4.6"
"*05uip*","Corey Kispert","WAS","SF,PF,F,Flx","210","FA","CHA Sun 5:00PM","33.81","6","289.6","20%","+19.8%","8","23.5","3.4","7.8",".435","1.8","2.1",".824","1.5","2.8","2.0","0.0","0.4","0.8","10.0"
"*03r7v*","Pat Connaughton","CHA","SG,G,SF,F,Flx","355","FA","@WAS Sun 5:00PM","33.69","0","292.1","4%","+3.6%","10","14.3","3.3","6.1",".541","1.1","1.4",".786","0.6","2.7","1.9","0.3","0.2","0.5","8.3"
"*06cdh*","GG Jackson","MEM","PF,F,Flx","372","FA","","33.52","8","289","33%","+32.8%","13","15.3","1.9","6.3",".305","0.6","0.8",".800","0.9","3.2","1.0","0.5","0.2","0.9","5.4"
"*06ceo*","Jaylen Martin","(N/A)","SF,F,Flx","454","FA","","33.42","0","-","1%","+1.4%","12","19.4","2.5","5.8",".429","0.8","0.8",".900","0.5","3.5","1.4","0.8","0.0","1.0","6.3"
"*0621j*","Malaki Branham","WAS","PG,SG,G,Flx","387","FA","CHA Sun 5:00PM","33.08","0","292.2","7%","+7.1%","13","9.8","2.8","5.6",".507","0.8","1.0",".769","1.0","1.1","0.9","0.3","0.0","0.5","7.5"
"*051po*","Bol Bol","(N/A)","PF,F,C,Flx","344","FA","","32.95","0","292.2","7%","+7.2%","13","11.8","2.5","4.7",".525","0.3","0.3","1.000","0.9","2.5","0.8","0.3","0.3","0.5","6.2"
"*05uuq*","Jock Landale","MEM","C,Flx","354","FA","","32.84","4","289.2","15%","+15%","12","15.4","2.9","4.3",".673","0.3","0.5",".667","0.4","3.5","1.0","0.6","0.1","0.7","6.6"
"*05qsj*","Lamar Stevens","(N/A)","PF,F,Flx","457","FA","","32.82","0","-","0%","+0.4%","17","9.1","1.7","3.7",".460","0.5","0.6",".727","0.5","2.2","0.5","0.3","0.2","0.6","4.4"
"*05qst*","Paul Reed","DET","C,Flx","324","FA","BOS Sun 2:30PM","32.76","0","292","8%","+8.3%","12","11.0","1.6","3.4",".463","0.6","0.8",".700","0.2","3.3","1.1","0.7","0.6","0.8","3.9"
"*05qv9*","Anthony Gill","WAS","PF,F,Flx","407","FA","CHA Sun 5:00PM","32.66","0","292.2","1%","+1%","13","14.0","1.5","3.3",".465","1.2","1.7",".727","0.3","2.7","0.7","0.2","0.0","0.3","4.6"
"*06mlz*","Cam Spencer","MEM","PG,SG,G,Flx","432","FA","","32.65","0","292.2","9%","+9%","15","8.8","1.4","3.5",".404","0.7","0.7","1.000","0.9","0.9","1.2","0.4","0.0","0.1","4.4"
"*05293*","John Konchar","MEM","SG,G,Flx","381","FA","","32.45","0","292.2","6%","+5.6%","16","11.2","0.8","1.6",".520","0.1","0.1","1.000","0.5","2.9","0.8","1.0","0.2","0.4","2.3"
"*051ow*","Chuma Okeke","(N/A)","PF,F,Flx","464","FA","","32.34","0","-","1%","+0.8%","8","24.3","2.5","5.0",".500","0.3","0.4",".667","1.4","5.8","1.9","0.6","0.5","0.4","6.6"
"*0623c*","Lester Quinones","(N/A)","SG,G,Flx","456","FA","","32.26","0","292.2","1%","+1%","9","18.5","3.0","7.8",".386","1.1","1.3",".833","1.4","1.7","2.6","0.3","0.2","1.1","8.6"
"*03e6m*","Elfrid Payton","(N/A)","PG,G,Flx","408","FA","","32.25","0","-","1%","+1.2%","11","22.2","1.3","5.0",".255","0.3","0.5",".600","0.1","3.8","8.9","0.7","0.5","2.9","2.9"
"*05ujb*","JT Thor","(N/A)","PF,F,Flx","447","FA","","32.08","0","-","1%","+1.2%","11","18.8","1.5","4.0",".364","0.7","1.3",".571","0.3","3.8","0.5","0.5","0.5","0.3","3.9"
"*06cp4*","Craig Porter","CLE","PG,G,Flx","375","FA","MIL Sun 5:00PM","31.98","2","292.1","9%","+8.6%","14","12.3","1.8","3.9",".455","0.9","1.4",".684","0.5","1.7","1.4","0.3","0.3","1.1","5.0"
"*05uj2*","Jaden Springer","(N/A)","PG,G,Flx","411","FA","","31.68","1","292.5","4%","+3.9%","14","14.2","1.3","3.5",".367","0.7","1.1",".667","0.3","2.2","1.4","0.6","0.2","0.7","3.6"
"*06mki*","Dillon Jones","(N/A)","SF,F,Flx","392","FA","","31.65","0","292.2","9%","+9.1%","18","12.6","1.2","2.6",".478","0.3","0.4",".750","0.3","2.7","1.2","0.5","0.1","0.8","3.1"
"*0558v*","Javonte Green","DET","SG,G,SF,F,Flx","247","FA","BOS Sun 2:30PM","31.58","0","292.2","4%","+4.5%","17","9.4","1.2","3.6",".344","0.3","0.6",".500","0.5","2.2","0.6","0.6","0.1","0.2","3.2"
"*03r7h*","Delon Wright","(N/A)","PG,SG,G,Flx","376","FA","","31.5","0","-","2%","+2.2%","11","19.7","2.0","4.3",".468","0.4","0.5",".800","0.7","1.7","2.5","1.0","0.2","0.7","5.1"
"*04xdu*","Drew Eubanks","SAC","C,Flx","299","FA","LAL Sun 8:00PM","31.48","3","291.8","15%","+14.7%","18","6.9","1.1","2.0",".528","0.6","0.8",".786","0.0","2.4","0.4","0.1","0.3","0.4","2.7"
"*04ews*","Tony Bradley","IND","C,Flx","467","FA","@MIN Sun 6:00PM","31.31","0","292.2","8%","+7.8%","14","8.1","2.1","3.2",".644","0.1","0.4",".333","0.1","3.0","0.4","0.1","0.6","0.4","4.4"
"*04ewk*","John Collins","LAC","SF,PF,F,Flx","175","Superswa","POR Sun 8:00PM","30.94","100","91.5","98%","+97.8%","3","29.9","10.7","20.0",".533","3.0","4.0",".750","2.0","9.7","1.0","0.7","0.3","2.0","26.3"
"*06hfb*","Damion Baugh","(N/A)","SG,G,Flx","435","FA","","30.85","0","-","1%","+1.3%","10","23.5","2.7","8.6",".314","0.4","0.5",".800","0.6","3.6","3.6","0.6","0.2","1.8","6.4"
"*0621p*","Wendell Moore","(N/A)","SG,G,SF,F,Flx","394","FA","","30.78","0","-","2%","+2.4%","12","17.2","2.2","4.3",".500","0.3","0.4",".600","0.7","3.1","1.5","0.8","0.2","1.2","5.3"
"*001ax*","Jeff Green","HOU","PF,F,Flx","393","FA","","30.71","0","292.2","2%","+1.8%","13","12.0","1.5","3.2",".488","0.5","0.6",".750","1.1","2.2","0.9","0.2","0.2","0.3","4.6"
"*04jw5*","Torrey Craig","(N/A)","SF,F,Flx","428","FA","","30.52","0","-","1%","+1.5%","14","12.1","0.9","2.6",".333","0.4","0.6",".625","0.5","3.1","0.7","0.4","0.5","0.5","2.6"
"*06mlh*","Johnny Furphy","IND","SG,G,SF,F,Flx","418","FA","@MIN Sun 6:00PM","30.45","4","291.1","23%","+23.4%","13","9.9","1.1","2.7",".400","0.7","1.0",".692","0.3","2.4","0.7","0.6","0.2","0.2","3.2"
"*03byk*","Jordan Clarkson","NY","SG,G,SF,F,Flx","250","FA","@MIA Sun 5:00PM","30.28","69","215.8","43%","+43.5%","5","22.2","4.2","10.2",".412","3.8","5.0",".760","1.6","3.0","2.8","0.8","0.2","4.0","13.8"
"*06cc1*","Bilal Coulibaly","WAS","SF,PF,F,Flx","123","FA","CHA Sun 5:00PM","30.25","99","152.5","73%","+73.5%","5","29.0","4.0","10.0",".400","1.6","2.2",".727","1.0","5.4","1.6","1.6","0.8","1.8","10.6"
"*03apx*","Gary Harris","MIL","SG,G,Flx","395","FA","@CLE Sun 5:00PM","30.17","0","292.2","4%","+3.9%","17","13.6","1.0","2.4",".425","0.1","0.1",".500","0.8","1.5","0.8","0.5","0.2","0.3","2.8"
"*06ccc*","Dariq Whitehead","(N/A)","SF,F,Flx","452","FA","","29.95","0","-","7%","+7.2%","11","17.2","2.5","6.5",".380","0.2","0.2","1.000","2.0","2.1","1.0","0.3","0.0","0.8","7.1"
"*06cd2*","Rayan Rupert","POR","SG,G,Flx","410","FA","@LAC Sun 8:00PM","29.7","0","-","6%","+5.7%","14","11.3","1.9","4.4",".419","0.6","0.7",".800","0.4","1.7","0.5","0.6","0.1","0.9","4.7"
"*04qsu*","Shake Milton","(N/A)","SG,G,Flx","319","FA","","29.62","0","-","2%","+2%","13","12.2","1.8","4.2",".444","0.5","0.7",".778","0.5","1.6","1.1","0.5","0.1","0.6","4.7"
"*01ng2*","Garrett Temple","TOR","SG,G,Flx","450","FA","@DAL Sun 6:30PM","29.54","0","292.2","0%","+0.5%","11","14.6","1.4","4.1",".333","0.6","0.7",".875","0.5","1.7","1.8","1.0","0.0","0.5","3.8"
"*05qve*","JaeSean Tate","HOU","SF,F,Flx","353","FA","","28.9","0","292.1","4%","+3.9%","13","9.9","1.2","2.2",".552","0.4","0.5",".833","0.5","2.3","0.9","0.3","0.3","0.3","3.3"
"*03e6s*","Clint Capela","HOU","C,Flx","205","FA","","28.45","9","286.8","25%","+25.1%","6","15.9","2.8","6.2",".459","0.5","1.0",".500","0.0","6.5","0.7","0.8","0.8","0.3","6.2"
"*04qs9*","Jevon Carter","CHI","PG,G,Flx","420","FA","","28.39","1","291.7","3%","+2.6%","9","13.9","2.2","6.7",".333","0.0","0.0","0","1.3","1.6","1.6","0.7","0.2","0.2","5.8"
"*06mlg*","Tyler Kolek","NY","PG,G,Flx","436","FA","@MIA Sun 5:00PM","28.35","0","292.1","12%","+11.8%","12","12.4","0.8","2.9",".257","0.6","0.9",".636","0.3","1.0","4.0","0.4","0.3","0.8","2.3"
"*03nwn*","Bobby Portis","MIL","PF,F,C,Flx","178","SMAC777","@CLE Sun 5:00PM","28.25","100","116.8","89%","+89.2%","3","27.9","6.3","12.7",".500","2.0","2.0","1.000","1.7","9.3","0.7","1.3","0.3","0.3","16.3"
"*049ki*","Marvin Bagley","WAS","PF,F,C,Flx","406","FA","CHA Sun 5:00PM","28.2","3","291.1","12%","+12%","11","8.8","1.5","3.2",".486","0.7","1.1",".667","0.1","2.5","0.4","0.2","0.3","0.1","3.9"
"*0623n*","Cole Swider","(N/A)","SF,F,Flx","479","FA","","28.15","0","-","1%","+0.6%","8","19.6","2.8","7.3",".379","0.0","0.1",".000","1.9","3.1","0.3","0.5","0.3","0.5","7.4"
"*06ccx*","Hunter Tyson","DEN","PF,F,Flx","402","FA","","28.1","0","-","3%","+3.1%","11","8.5","1.6","4.2",".391","0.5","0.5","1.000","0.7","1.6","0.5","0.5","0.1","0.1","4.5"
"*059ca*","Oshae Brissett","(N/A)","SF,F,Flx","478","FA","","27.81","0","-","0%","+0.3%","6","23.7","3.2","6.5",".487","1.3","2.3",".571","1.0","3.7","0.7","0.7","0.5","1.3","8.7"
