"ID","Player","Team","Position","RkOv","Status","Opponent","Score","%D","ADP","Ros","+/-","GP","MIN","FGM","FGA","FG%","FTM","FTA","FT%","3PTM","REB","AST","ST","BLK","TO","PTS"
"*06y3q*","Ryan Nembhard","DAL","PG,SG,G,Flx","298","FA","TOR Sun 6:30PM","26.78","1","291.8","15%","+15.3%","2","12.6","2.0","4.5",".444","1.0","1.0","1.000","0.0","0.5","2.5","0.0","0.0","1.5","5.0"
"*03xmt*","Guerschon Yabusele","NY","PF,F,C,Flx","299","FA","@MIA Sun 5:00PM","26.75","47","244.2","36%","+36.2%","2","12.6","0.5","2.0",".250","0.0","0.0","0","0.5","3.0","0.5","0.0","0.0","0.0","1.5"
"*06v5p*","Nolan Traore","BKN","PG,SG,G,Flx","300","FA","BKN 11<br/>@SA 5","26.72","2","291.5","27%","+27.1%","1","8.9","1.0","3.0",".333","0.0","0.0","0","1.0","0.0","1.0","2.0","0.0","0.0","3.0"
"*06mld*","Jonathan Mogbo","TOR","PF,F,C,Flx","301","FA","@DAL Sun 6:30PM","26.43","9","287.4","22%","+22.4%","2","7.4","1.0","2.0",".500","0.0","0.0","0","0.0","3.0","0.0","0.0","0.5","0.5","2.0"
"*04xhz*","Jordan McLaughlin","SA","PG,G,Flx","302","FA","BKN 11<br/>@SA 5","26.41","1","292.5","2%","+1.7%","2","7.3","1.0","2.0",".500","0.0","0.0","0","0.5","0.0","0.5","0.5","0.0","0.0","2.5"
"*04ewb*","Jonathan Isaac","ORL","PF,F,Flx","303","FA","","26.34","11","284.9","20%","+20%","3","4.3","0.3","1.0",".333","0.0","0.0","0","0.0","0.7","0.0","0.7","0.0","0.0","0.7"
"*06mm4*","Ariel Hukporti","NY","C,Flx","304","FA","@MIA Sun 5:00PM","26.21","0","292.3","9%","+9.1%","1","17.8","1.0","2.0",".500","0.0","0.0","0","0.0","5.0","2.0","0.0","1.0","1.0","2.0"
"*06mls*","Cam Christie","LAC","SG,G,Flx","305","FA","POR Sun 8:00PM","26.14","0","-","8%","+7.7%","2","6.5","0.5","2.5",".200","1.0","1.0","1.000","0.5","2.0","0.5","0.0","0.0","0.5","2.5"
"*0621u*","Andrew Nembhard","IND","PG,SG,G,Flx","306","Slovenia","@MIN Sun 6:00PM","26.14","100","89.8","98%","+97.9%","1","16.9","0.0","5.0",".000","4.0","4.0","1.000","0.0","1.0","4.0","0.0","0.0","2.0","4.0"
"*06mm6*","NFaly Dante","ATL","C,Flx","307","FA","","26.06","0","292","4%","+4.2%","2","6.2","0.0","1.5",".000","0.5","0.5","1.000","0.0","3.5","0.0","0.5","0.0","0.5","0.5"
"*06mln*","Adem Bona","PHI","C,Flx","308","FA","","26.04","87","185.1","57%","+56.6%","2","13.4","0.0","0.5",".000","0.5","1.0",".500","0.0","1.5","1.0","0.5","0.5","1.0","0.5"
"*05qsk*","Isaac Okoro","CHI","SG,G,SF,F,Flx","309","FA","","26.04","3","290.1","14%","+14.3%","2","22.1","0.0","4.0",".000","0.0","0.0","0","0.0","4.5","2.0","0.0","0.5","1.5","0.0"
"*0633h*","Pat Spencer","GS","PG,G,Flx","310","FA","","26.02","0","292.2","1%","+1.2%","1","10.9","2.0","4.0",".500","0.0","0.0","0","0.0","2.0","1.0","1.0","0.0","0.0","4.0"
"*06v8f*","Tyrese Proctor","CLE","PG,SG,G,Flx","311","FA","MIL Sun 5:00PM","25.88","2","291.7","16%","+16%","2","14.0","1.0","4.5",".222","0.0","0.0","0","0.5","1.0","1.0","0.5","0.0","1.0","2.5"
"*05uiw*","Isaiah Jackson","IND","C,Flx","312","FA","@MIN Sun 6:00PM","25.8","99","146.4","76%","+76.3%","2","10.2","0.5","3.0",".167","0.5","0.5","1.000","0.0","3.0","0.0","0.0","0.5","1.0","1.5"
"*06cdc*","Jalen Wilson","BKN","SF,PF,F,Flx","313","FA","BKN 11<br/>@SA 5","25.78","2","292.5","14%","+14.2%","1","14.7","3.0","5.0",".600","0.0","0.0","0","2.0","0.0","0.0","0.0","0.0","1.0","8.0"
"*051oo*","Jaxson Hayes","LAL","C,Flx","314","FA","@SAC Sun 8:00PM","25.54","2","290.9","15%","+15.2%","1","14.1","2.0","3.0",".667","0.0","0.0","0","0.0","6.0","1.0","0.0","0.0","1.0","4.0"
"*05ux3*","Jordan Goodwin","PHO","PG,G,Flx","315","FA","","25.48","2","292","9%","+9.3%","2","5.4","0.0","2.0",".000","1.0","1.5",".667","0.0","1.0","0.5","1.5","0.0","2.0","1.0"
"*06ca2*","Kobe Brown","LAC","PF,F,Flx","316","FA","POR Sun 8:00PM","25.31","0","292.2","4%","+4.1%","2","4.3","0.0","0.0","0","1.0","1.0","1.000","0.0","1.0","1.0","0.0","0.0","0.0","1.0"
"*06v8g*","Kobe Sanders","LAC","PG,SG,G,Flx","317","FA","POR Sun 8:00PM","25.19","0","292.3","5%","+4.6%","2","4.3","0.5","2.0",".250","0.0","0.0","0","0.0","0.5","0.5","1.0","0.0","0.5","1.0"
"*06cc6*","Jett Howard","ORL","SF,F,Flx","318","FA","","25.18","0","292.1","11%","+11.1%","2","6.3","0.5","1.5",".333","0.0","0.0","0","0.5","0.0","0.5","0.0","0.5","0.0","1.5"
"*06mor*","David Jones","SA","SF,PF,F,Flx","319","FA","BKN 11<br/>@SA 5","25.12","0","-","4%","+4%","1","4.1","2.0","2.0","1.000","1.0","1.0","1.000","0.0","1.0","2.0","0.0","0.0","0.0","5.0"
"*06vxp*","Taelon Peter","IND","PG,SG,G,Flx","320","FA","@MIN Sun 6:00PM","24.22","0","292","7%","+7.3%","2","9.4","0.5","1.0",".500","0.0","0.0","0","0.5","0.0","0.5","0.5","0.0","0.5","1.5"
"*06gix*","Duop Reath","POR","C,Flx","321","FA","@LAC Sun 8:00PM","24.11","0","292.2","5%","+4.5%","1","2.9","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","1.0","0.0","0.0"
"*06mmf*","Daniss Jenkins","DET","PG,G,Flx","322","FA","BOS Sun 2:30PM","24.02","0","-","3%","+2.8%","1","5.2","1.0","3.0",".333","2.0","2.0","1.000","1.0","0.0","0.0","0.0","0.0","0.0","5.0"
"*0015e*","Mike Conley","MIN","PG,G,Flx","323","FA","IND Sun 6:00PM","23.97","39","252.5","32%","+31.9%","2","11.0","0.5","4.0",".125","0.0","0.0","0","0.5","2.0","0.5","0.5","0.0","1.5","1.5"
"*06228*","Josh Minott","BOS","SF,F,Flx","324","FA","@DET Sun 2:30PM","23.84","17","278.3","25%","+24.8%","1","14.2","1.0","1.0","1.000","0.0","0.0","0","0.0","2.0","2.0","0.0","0.0","0.0","2.0"
"*05quh*","Zeke Nnaji","DEN","PF,F,C,Flx","325","FA","","23.76","0","292.2","4%","+3.8%","1","3.0","0.0","0.0","0","2.0","2.0","1.000","0.0","0.0","1.0","0.0","0.0","0.0","2.0"
"*06v5m*","Joan Beringer","MIN","PF,F,C,Flx","326","FA","IND Sun 6:00PM","23.69","1","291.8","27%","+26.8%","1","4.8","1.0","1.0","1.000","0.0","0.0","0","0.0","4.0","0.0","0.0","0.0","0.0","2.0"
"*05qu1*","James Wiseman","IND","C,Flx","327","FA","@MIN Sun 6:00PM","23.66","1","292.3","13%","+12.6%","1","19.9","2.0","3.0",".667","0.0","0.0","0","0.0","4.0","0.0","0.0","1.0","3.0","4.0"
"*06ccu*","Tristan Vukcevic","WAS","C,Flx","328","FA","CHA Sun 5:00PM","23.58","10","286.4","20%","+19.7%","2","4.4","0.5","2.0",".250","0.0","0.5",".000","0.0","1.0","0.0","0.0","0.5","0.5","1.0"
"*05ujw*","Jericho Sims","MIL","C,Flx","329","FA","@CLE Sun 5:00PM","23.5","0","292.1","5%","+5.1%","1","1.7","0.0","0.0","0","2.0","2.0","1.000","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"*06mlu*","Harrison Ingram","SA","SF,F,Flx","330","FA","BKN 11<br/>@SA 5","23.48","0","-","4%","+4.4%","1","4.1","1.0","1.0","1.000","0.0","0.0","0","1.0","1.0","0.0","0.0","0.0","0.0","3.0"
"*031m9*","Mason Plumlee","CHA","C,Flx","331","FA","@WAS Sun 5:00PM","23.36","7","289.9","13%","+12.6%","1","5.0","0.0","0.0","0","0.0","0.0","0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"*06mmh*","Isaac Jones","SAC","PF,F,Flx","332","FA","LAL Sun 8:00PM","23.36","0","292.1","6%","+5.7%","1","14.0","1.0","2.0",".500","0.0","0.0","0","0.0","2.0","1.0","0.0","0.0","0.0","2.0"
"*06v83*","Chaz Lanier","DET","PG,SG,G,Flx","333","FA","BOS Sun 2:30PM","23.31","0","292.2","11%","+11.3%","1","11.5","1.0","3.0",".333","0.0","0.0","0","1.0","0.0","1.0","0.0","0.0","0.0","3.0"
"*059g0*","Amir Coffey","MIL","SG,G,SF,PF,F,Flx","334","FA","@CLE Sun 5:00PM","23.27","3","292.4","10%","+10.1%","2","7.7","0.5","1.0",".500","0.0","0.0","0","0.0","0.0","1.0","0.0","0.0","0.5","1.0"
"*06v8a*","Brooks Barnhizer","OKC","PG,SG,G,Flx","335","FA","","23.26","0","292.3","13%","+12.5%","3","9.1","0.3","1.0",".333","0.0","0.0","0","0.0","1.3","0.0","0.0","0.0","0.0","0.7"
"*06mke*","DaRon Holmes","DEN","PF,F,C,Flx","336","FA","","23.13","7","288.7","24%","+24.2%","1","3.0","1.0","1.0","1.000","0.0","0.0","0","1.0","0.0","0.0","0.0","0.0","0.0","3.0"
"*0622i*","Gui Santos","GS","PF,F,Flx","337","FA","","23.11","0","292.1","7%","+6.7%","2","6.8","0.5","1.0",".500","0.0","0.0","0","0.5","0.5","0.5","0.5","0.0","1.5","1.5"
"*027oq*","Bismack Biyombo","SA","C,Flx","338","FA","BKN 11<br/>@SA 5","22.83","0","292.2","2%","+1.8%","1","4.9","0.0","0.0","0","0.0","0.0","0","0.0","1.0","0.0","2.0","0.0","2.0","0.0"
"*06v88*","Maxime Raynaud","SAC","PF,F,C,Flx","339","FA","LAL Sun 8:00PM","22.79","2","292.3","22%","+21.7%","1","11.5","0.0","1.0",".000","0.0","0.0","0","0.0","4.0","2.0","0.0","0.0","1.0","0.0"
"*06nv9*","Spencer Jones","DEN","SF,F,Flx","340","FA","","22.36","1","291.2","2%","+1.9%","2","4.5","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","1.0","0.0","1.0","0.0"
"*03e79*","Dwight Powell","DAL","C,Flx","341","FA","TOR Sun 6:30PM","22.12","0","292.2","3%","+2.5%","2","4.1","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.5","0.5","0.0","0.5","0.0"
"*05ujg*","Isaiah Livers","PHO","PF,F,Flx","342","FA","","22.09","0","-","1%","+0.7%","1","4.7","1.0","3.0",".333","0.0","0.0","0","1.0","0.0","0.0","0.0","0.0","0.0","3.0"
"*06v5x*","Carter Bryant","SA","PF,F,Flx","343","FA","BKN 11<br/>@SA 5","22.07","3","290.8","31%","+31.3%","2","6.4","0.0","1.5",".000","0.0","0.0","0","0.0","1.5","0.0","0.0","0.0","0.0","0.0"
"*06ca3*","Julian Strawther","DEN","SG,G,SF,F,Flx","344","FA","","21.95","7","289.6","20%","+19.8%","1","3.0","1.0","1.0","1.000","1.0","2.0",".500","0.0","2.0","0.0","0.0","0.0","1.0","3.0"
"*05qv9*","Anthony Gill","WAS","PF,F,Flx","345","FA","CHA Sun 5:00PM","21.8","0","292.2","1%","+1%","1","1.7","1.0","1.0","1.000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"*06mkf*","AJ Johnson","WAS","PG,SG,G,Flx","346","FA","CHA Sun 5:00PM","21.74","4","293","16%","+15.8%","1","1.7","0.0","0.0","0","0.0","0.0","0","0.0","1.0","1.0","0.0","0.0","0.0","0.0"
"*05uud*","Justin Champagnie","WAS","SF,F,Flx","347","FA","CHA Sun 5:00PM","21.71","16","281","20%","+20.1%","1","5.8","0.0","3.0",".000","0.0","0.0","0","0.0","3.0","1.0","0.0","0.0","0.0","0.0"
"*06cep*","Jacob Toppin","ATL","SF,F,Flx","348","FA","","21.68","0","-","1%","+0.9%","1","4.8","1.0","2.0",".500","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"*0623d*","Johnny Juzang","MIN","SG,G,SF,F,Flx","349","FA","IND Sun 6:00PM","21.68","1","292.4","9%","+8.7%","1","3.2","0.0","2.0",".000","1.0","2.0",".500","0.0","1.0","0.0","0.0","0.0","0.0","1.0"
"*06vxw*","Hunter Dickinson","NO","C,Flx","350","FA","","21.66","0","292.2","5%","+5.1%","1","4.7","1.0","2.0",".500","0.0","0.0","0","0.0","0.0","0.0","0.0","1.0","2.0","2.0"
"*06him*","Trey Jemison","NY","C,Flx","351","FA","@MIA Sun 5:00PM","21.6","0","291.7","2%","+2.1%","1","7.7","0.0","0.0","0","0.0","0.0","0","0.0","2.0","0.0","0.0","0.0","0.0","0.0"
"*06ccy*","Jalen Pickett","DEN","SG,G,Flx","352","FA","","21.43","0","-","6%","+6%","1","3.0","1.0","1.0","1.000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","2.0"
"*06v5s*","Drake Powell","BKN","PG,SG,G,SF,PF,F,Flx","353","FA","BKN 11<br/>@SA 5","21.4","1","292.2","20%","+20%","1","7.2","1.0","1.0","1.000","0.0","0.0","0","0.0","2.0","0.0","0.0","0.0","1.0","2.0"
"*03kqi*","Joe Ingles","MIN","SF,F,Flx","354","FA","IND Sun 6:00PM","21.27","3","291.4","2%","+2%","1","4.0","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","1.0","0.0","0.0","0.0","0.0"
"*06ps5*","Jahmir Young","MIA","PG,G,Flx","355","FA","NY Sun 5:00PM","21.23","0","292.3","0%","+0.5%","1","6.9","1.0","3.0",".333","0.0","0.0","0","0.0","1.0","1.0","0.0","0.0","1.0","2.0"
"*06cei*","Leonard Miller","MIN","SF,F,Flx","356","FA","IND Sun 6:00PM","21.18","0","-","11%","+11.3%","1","4.0","1.0","1.0","1.000","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","1.0","2.0"
"*06mk9*","Dalton Knecht","LAL","SG,G,SF,F,Flx","357","FA","@SAC Sun 8:00PM","21.13","8","289.1","31%","+31.3%","1","7.5","0.0","1.0",".000","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*06mog*","Riley Minix","SA","SF,F,Flx","358","FA","BKN 11<br/>@SA 5","21.13","0","-","1%","+0.8%","1","1.6","0.0","0.0","0","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*06mkm*","Baylor Scheierman","BOS","SG,G,Flx","359","FA","@DET Sun 2:30PM","21.13","4","291.2","13%","+13.3%","1","4.2","0.0","0.0","0","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*06v8c*","Amari Williams","BOS","PF,F,C,Flx","360","FA","@DET Sun 2:30PM","21.13","0","292.2","9%","+8.7%","1","0.7","0.0","0.0","0","0.0","0.0","0","0.0","1.0","0.0","0.0","0.0","0.0","0.0"
"*0621a*","Ousmane Dieng","OKC","PF,F,C,Flx","361","FA","","21.1","0","292.1","11%","+11.3%","2","10.0","0.0","2.0",".000","0.0","0.0","0","0.0","1.5","0.0","0.0","0.0","0.5","0.0"
"*06v5j*","Jase Richardson","ORL","PG,SG,G,Flx","362","FA","","20.95","2","291.8","26%","+26.1%","1","8.2","1.0","3.0",".333","1.0","2.0",".500","0.0","0.0","0.0","0.0","0.0","1.0","3.0"
"*05ujq*","Luka Garza","BOS","C,Flx","363","FA","@DET Sun 2:30PM","20.8","23","274","22%","+22.4%","1","5.7","0.0","2.0",".000","0.0","0.0","0","0.0","1.0","0.0","0.0","1.0","2.0","0.0"
"*055qo*","Caleb Martin","DAL","SF,F,Flx","364","FA","TOR Sun 6:30PM","20.76","0","292.2","8%","+8.4%","1","4.1","0.0","1.0",".000","0.0","0.0","0","0.0","1.0","1.0","0.0","0.0","1.0","0.0"
"*06cd2*","Rayan Rupert","POR","SG,G,Flx","365","FA","@LAC Sun 8:00PM","20.76","0","-","6%","+5.7%","1","3.7","0.0","0.0","0","0.0","0.0","0","0.0","1.0","1.0","0.0","0.0","1.0","0.0"
"*05uul*","Jose Alvarado","NO","PG,G,Flx","366","FA","","20.66","18","278.6","22%","+22.1%","1","3.5","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*03e7e*","Thanasis Antetokounmpo","MIL","SF,F,Flx","367","FA","@CLE Sun 5:00PM","20.66","0","291.8","1%","+0.9%","1","1.7","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06mmi*","Branden Carlson","OKC","C,Flx","368","FA","","20.66","0","292.2","4%","+4.4%","2","1.6","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*07215*","Moussa Cisse","DAL","C,Flx","369","FA","TOR Sun 6:30PM","20.66","0","-","1%","+0.7%","2","2.2","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06mk0*","Robert Dillingham","MIN","PG,G,Flx","370","FA","IND Sun 6:00PM","20.66","35","262.2","41%","+40.6%","1","1.0","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06mlh*","Johnny Furphy","IND","SG,G,SF,F,Flx","371","FA","@MIN Sun 6:00PM","20.66","4","291.1","23%","+23.4%","1","1.0","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*03apx*","Gary Harris","MIL","SG,G,Flx","372","FA","@CLE Sun 5:00PM","20.66","0","292.2","4%","+3.9%","1","1.7","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0621v*","Caleb Houstan","ATL","SF,F,Flx","373","FA","","20.66","0","292.2","4%","+3.8%","1","2.1","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06cdd*","Andre Jackson","MIL","SG,G,Flx","374","FA","@CLE Sun 5:00PM","20.66","0","292.2","7%","+6.8%","1","1.7","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06mm1*","Bronny James","LAL","SG,G,Flx","375","FA","@SAC Sun 8:00PM","20.66","12","284.8","20%","+20%","1","3.2","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0621w*","Christian Koloko","LAL","C,Flx","376","FA","@SAC Sun 8:00PM","20.66","0","292.2","4%","+4%","1","3.0","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*0621h*","Dalen Terry","CHI","SG,G,SF,F,Flx","377","FA","","20.66","0","292.2","7%","+6.6%","2","4.1","0.0","1.0",".000","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06cd1*","Jordan Walsh","BOS","PF,F,Flx","378","FA","@DET Sun 2:30PM","20.66","2","292.5","8%","+7.8%","1","2.4","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*06mk2*","Cody Williams","UTA","SG,G,Flx","379","FA","","20.66","3","293.3","22%","+21.8%","1","2.4","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","0.0","0.0"
"*05ujm*","Sharife Cooper","WAS","PG,G,Flx","380","FA","CHA Sun 5:00PM","19.68","0","292.3","1%","+0.6%","1","1.7","0.0","0.0","0","0.0","0.0","0","0.0","0.0","0.0","0.0","0.0","1.0","0.0"
"*04fkd*","Alberto Abalde","(N/A)","SF,F,Flx","381","FA","","0","0","-","0%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*063e4*","Awudu Abass","(N/A)","PF,F,Flx","382","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ptq*","Max Abmas","(N/A)","PG,G,Flx","383","FA","","0","0","-","0%","+0.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*031mi*","lex Abrines","(N/A)","SG,G,SF,F,Flx","384","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qtm*","Precious Achiuwa","(N/A)","PF,F,C,Flx","385","FA","","0","5","290.5","14%","+14.3%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ng1*","Quincy Acy","(N/A)","SF,PF,F,Flx","386","FA","","0","0","-","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059ch*","Jalen Adams","(N/A)","PG,G,Flx","387","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04rvy*","Jaylen Adams","(N/A)","PG,G,Flx","388","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03e6q*","Jordan Adams","(N/A)","SG,G,Flx","389","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06238*","Jalen Adaway","(N/A)","SG,G,Flx","390","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04vxy*","Deng Adel","(N/A)","C,Flx","391","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mlx*","Melvin Ajinca","(N/A)","SF,PF,F,Flx","392","FA","","0","0","-","3%","+2.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06pw4*","James Akinjo","(N/A)","PG,SG,G,Flx","393","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*072ah*","Jaden Akins","(N/A)","SG,G,Flx","394","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04uq3*","DeVaughn Akoon-Purcell","(N/A)","PG,G,Flx","395","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*02ngh*","Furkan Aldemir","(N/A)","PF,F,Flx","396","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03acw*","Cliff Alexander","(N/A)","PF,F,Flx","397","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*052h3*","Kyle Alexander","(N/A)","PF,F,Flx","398","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mp4*","Trey Alexander","NO","SG,G,Flx","399","FA","","0","0","-","5%","+4.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05qvw*","Ty-Shon Alexander","(N/A)","SG,G,Flx","400","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04lcd*","Bryce Alford","(N/A)","PG,G,Flx","401","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04sxx*","Rawle Alkins","(N/A)","SG,G,Flx","402","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exg*","Kadeem Allen","NY","SG,G,Flx","403","FA","@MIA Sun 5:00PM","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*059z0*","Marcus Allen","(N/A)","PG,G,Flx","404","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06ho3*","Timmy Allen","(N/A)","SF,F,Flx","405","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*05wvw*","Derrick Alston","(N/A)","SG,G,SF,F,Flx","406","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06mos*","Keve Aluma","(N/A)","SF,PF,F,Flx","407","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*01uyk*","Al-Farouq Aminu","(N/A)","SF,PF,F,Flx","408","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03nwr*","Justin Anderson","(N/A)","SG,G,SF,F,Flx","409","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03aq3*","Kyle Anderson","UTA","SF,PF,F,Flx","410","FA","","0","1","291.7","9%","+8.6%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0480b*","Andrew Andrews","(N/A)","PG,G,Flx","411","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04xgi*","Braian Angola-Rodas","(N/A)","SG,G,Flx","412","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04exa*","Ike Anigbogu","(N/A)","C,Flx","413","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0728q*","Alex Antetokounmpo","MIL","SF,F,Flx","414","FA","@CLE Sun 5:00PM","0","0","-","0%","+0.4%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04qt0*","Kostas Antetokounmpo","(N/A)","PF,F,Flx","415","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03kqq*","Keith Appling","(N/A)","PG,G,Flx","416","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*043un*","Ryan Arcidiacono","(N/A)","PG,G,Flx","417","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*065vb*","Adonis Arms","(N/A)","SF,PF,F,Flx","418","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06rph*","Taran Armstrong","(N/A)","PG,G,Flx","419","FA","","0","0","-","1%","+0.7%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04k0p*","Jamel Artis","(N/A)","SF,F,Flx","420","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03sgl*","Brandon Ashley","(N/A)","PF,F,Flx","421","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03whv*","Darion Atkins","(N/A)","PF,F,Flx","422","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*03xmr*","Eric Atkins","(N/A)","PG,G,Flx","423","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*06hin*","Chase Audige","(N/A)","PG,SG,G,Flx","424","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0483i*","Zach Auguste","(N/A)","PF,F,Flx","425","FA","","0","0","-","0%","+0.1%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*04a9w*","Isaiah Austin","(N/A)","C,Flx","426","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"*0723g*","Zack Austin","(N/A)","SG,G,SF,PF,F,Flx","427","FA","","0","0","-","0%","+0.2%","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
